context,action,reward,"Q(c,23)","Q(c,14)","Q(c,8)","Q(c,3)"
punishment,14,-14,-7.909690626508077,-5.62238092843955,-4.557009459831405,-1.9857180356643873
reward,23,23,13.948854646116581,3.794007288171364,0.5680334792442245,0.5700270303975022
reward,23,23,14.853969181504922,3.794007288171364,0.5680334792442245,0.5700270303975022
neutral,8,-8,-0.10999299815408214,-2.905636549881005,-2.705048250421798,-0.9023785523206503
reward,23,23,15.66857226335443,3.794007288171364,0.5680334792442245,0.5700270303975022
neutral,23,23,2.201006301661326,-2.905636549881005,-2.705048250421798,-0.9023785523206503
punishment,3,-3,-7.909690626508077,-5.62238092843955,-4.557009459831405,-2.0871462320979486
neutral,23,23,4.280905671495193,-2.905636549881005,-2.705048250421798,-0.9023785523206503
punishment,8,-8,-7.909690626508077,-5.62238092843955,-4.901308513848265,-2.0871462320979486
reward,23,23,16.401715037018988,3.794007288171364,0.5680334792442245,0.5700270303975022
reward,23,23,17.06154353331709,3.794007288171364,0.5680334792442245,0.5700270303975022
neutral,23,23,6.152815104345674,-2.905636549881005,-2.705048250421798,-0.9023785523206503
reward,23,23,17.65538917998538,3.794007288171364,0.5680334792442245,0.5700270303975022
reward,23,23,18.18985026198684,3.794007288171364,0.5680334792442245,0.5700270303975022
neutral,23,23,7.837533593911107,-2.905636549881005,-2.705048250421798,-0.9023785523206503
punishment,3,-3,-7.909690626508077,-5.62238092843955,-4.901308513848265,-2.178431608888154
reward,23,-23,14.070865235788157,3.794007288171364,0.5680334792442245,0.5700270303975022
punishment,14,-14,-7.909690626508077,-6.460142835595595,-4.901308513848265,-2.178431608888154
neutral,23,-23,4.753780234519995,-2.905636549881005,-2.705048250421798,-0.9023785523206503
punishment,8,-8,-7.909690626508077,-6.460142835595595,-5.211177662463438,-2.178431608888154
neutral,23,23,6.578402211067996,-2.905636549881005,-2.705048250421798,-0.9023785523206503
neutral,23,-23,3.620561989961196,-2.905636549881005,-2.705048250421798,-0.9023785523206503
punishment,3,-3,-7.909690626508077,-6.460142835595595,-5.211177662463438,-2.2605884479993383
reward,23,-23,10.36377871220934,3.794007288171364,0.5680334792442245,0.5700270303975022
neutral,23,23,5.558505790965077,-2.905636549881005,-2.705048250421798,-0.9023785523206503
punishment,3,3,-7.909690626508077,-6.460142835595595,-5.211177662463438,-1.7345296031994044
punishment,3,-3,-7.909690626508077,-6.460142835595595,-5.211177662463438,-1.861076642879464
neutral,23,-23,2.702655211868569,-2.905636549881005,-2.705048250421798,-0.9023785523206503
reward,23,-23,7.027400840988406,3.794007288171364,0.5680334792442245,0.5700270303975022
punishment,3,-3,-7.909690626508077,-6.460142835595595,-5.211177662463438,-1.9749689785915177
punishment,23,-23,-9.41872156385727,-6.460142835595595,-5.211177662463438,-1.9749689785915177
neutral,23,-23,0.13238969068171214,-2.905636549881005,-2.705048250421798,-0.9023785523206503
reward,14,14,7.027400840988406,4.814606559354227,0.5680334792442245,0.5700270303975022
reward,14,14,7.027400840988406,5.733145903418805,0.5680334792442245,0.5700270303975022
reward,23,-23,4.024660756889565,5.733145903418805,0.5680334792442245,0.5700270303975022
punishment,3,-3,-9.41872156385727,-6.460142835595595,-5.211177662463438,-2.077472080732366
punishment,3,-3,-9.41872156385727,-6.460142835595595,-5.211177662463438,-2.1697248726591294
reward,14,14,4.024660756889565,6.559831313076924,0.5680334792442245,0.5700270303975022
reward,14,14,4.024660756889565,7.303848181769232,0.5680334792442245,0.5700270303975022
reward,14,14,4.024660756889565,7.973463363592309,0.5680334792442245,0.5700270303975022
punishment,3,-3,-9.41872156385727,-6.460142835595595,-5.211177662463438,-2.2527523853932165
neutral,3,3,0.13238969068171214,-2.905636549881005,-2.705048250421798,-0.5121406970885853
reward,14,14,4.024660756889565,8.576117027233078,0.5680334792442245,0.5700270303975022
reward,14,14,4.024660756889565,9.118505324509771,0.5680334792442245,0.5700270303975022
reward,14,-14,4.024660756889565,6.806654792058794,0.5680334792442245,0.5700270303975022
reward,14,14,4.024660756889565,7.525989312852914,0.5680334792442245,0.5700270303975022
neutral,8,8,0.13238969068171214,-2.905636549881005,-1.6345434253796183,-0.5121406970885853
neutral,3,3,0.13238969068171214,-2.905636549881005,-1.6345434253796183,-0.16092662737972674
reward,14,14,4.024660756889565,8.173390381567623,0.5680334792442245,0.5700270303975022
reward,14,14,4.024660756889565,8.75605134341086,0.5680334792442245,0.5700270303975022
punishment,8,-8,-9.41872156385727,-6.460142835595595,-5.490059896217094,-2.2527523853932165
punishment,3,-3,-9.41872156385727,-6.460142835595595,-5.490059896217094,-2.327477146853895
punishment,3,-3,-9.41872156385727,-6.460142835595595,-5.490059896217094,-2.3947294321685053
punishment,3,-3,-9.41872156385727,-6.460142835595595,-5.490059896217094,-2.4552564889516546
neutral,14,14,0.13238969068171214,-1.2150728948929044,-1.6345434253796183,-0.16092662737972674
